regime,metric,seed,N,T,beta_hat,fixed_statistic,adaptive_statistic,fixed_reject,adaptive_reject,fixed_mean,adaptive_mean,fixed_se,adaptive_se,fixed_weight_norm_squared,adaptive_weight_norm_squared,spectrum_means
smooth,typeI,554,120,100,1.281246042289762,1.037260981983411,1.1731016182104874,0,0,0.004589208060665245,0.005200762336748048,0.004424352347554745,0.004433343417155601,1.0507812500000016,0.7324016029347851,"[0.010616735694099225, 0.007270277921028027, 0.007542052980161824, 0.006658516718027773, 0.006112404441849776]"
smooth,power,505,120,100,2.0,5.066097346216509,5.347088072912676,1,1,0.022885253858130745,0.023988851517655993,0.004517334013572012,0.004486339329097442,1.0507812500000016,0.4413481422186647,"[0.027349013248402186, 0.02580522279618101, 0.024664913952315112, 0.02426311170474169, 0.024280402129903875]"
smooth,power,506,120,100,2.0,5.926577481488815,6.308468077901067,1,1,0.02397564981773484,0.025403781649034965,0.004045446109937959,0.004026933533677676,1.0507812500000016,0.4413481422186647,"[0.029895954453309836, 0.027645873046365354, 0.026161025704260158, 0.026081882133123003, 0.025680426626107738]"
smooth,power,507,120,100,1.4766999936244054,5.034411590887592,5.202905484066361,1,1,0.023176016173166322,0.023724284655435583,0.00460352034289677,0.00455981465127322,1.0507812500000016,0.6101256736005151,"[0.026471000490559428, 0.025835649170286662, 0.02406850792028632, 0.024386731484826393, 0.02421089812363888]"
smooth,power,508,120,100,0.9408438135321097,3.7372971035852447,3.7042238688619333,1,1,0.016269228023725893,0.01613289063296348,0.004353207029785932,0.004355268796947757,1.0507812500000016,1.1566688442271604,"[0.020421774508727866, 0.019564501984763664, 0.017523193012867505, 0.017889969685386704, 0.017444662799687552]"
smooth,power,509,120,100,1.4308317026648902,6.364129785559465,6.496932010977426,1,1,0.02650396317162117,0.026951453624633335,0.004164585585881672,0.004148335488057329,1.0507812500000016,0.6343592638291672,"[0.030585995310530925, 0.02775383800747212, 0.027353011463961407, 0.0282151469819305, 0.02778310491687867]"
smooth,power,510,120,100,0.6387931413264403,3.255633789354902,2.960533453264983,1,1,0.01637269145521835,0.014947206132162535,0.005029033519910287,0.00504882189920138,1.0507812500000016,2.2385045640556496,"[0.021326838683519745, 0.019207871728804945, 0.018835173444354508, 0.018314225664758522, 0.017397246682810345]"
smooth,power,511,120,100,2.0,3.5225371267299623,3.8407508658475558,1,1,0.013520602968751511,0.014679351414166101,0.003838313829584229,0.0038220004178601517,1.0507812500000016,0.4413481422186647,"[0.018701445758142785, 0.0162172818694324, 0.015405022463284006, 0.015051909918347697, 0.015290607695474023]"
smooth,power,512,120,100,0.715222410564383,5.923538091231202,5.71646726520877,1,1,0.024248601471026247,0.0233784586019413,0.004093601002907739,0.004089668936657069,1.0507812500000016,1.8319189562204041,"[0.02964395424451722, 0.026105359114761854, 0.02610406345129715, 0.026261843114135534, 0.02582727269637607]"
smooth,power,513,120,100,0.5,3.9515477614071526,3.6091379831754797,1,1,0.017524342761030782,0.0163613183224515,0.004434804744657909,0.0045333036305960465,1.0507812500000016,3.5115366003409427,"[0.02029884386459992, 0.01865567776398293, 0.018706045046830898, 0.017984189630280773, 0.018699666771380408]"
