categories,validation_pairs,mass,fit_error,replicate,true_bias,aggregate_upper,rectangle_upper
32,8192,balanced,same_direction,168,0.0025000000000000022,0.007536312053358008,0.03166715707023013
32,8192,balanced,opposite_direction,168,-0.022500000000000006,-0.014801982339245599,0.00013555786617364666
32,8192,balanced,exact,169,0.0,0.002636391100835548,0.01888737035052207
32,8192,balanced,same_direction,169,0.0025000000000000022,0.0071162854076918716,0.03111561062160586
32,8192,balanced,opposite_direction,169,-0.022500000000000006,-0.014544128439539613,-0.00038059464659118516
32,8192,balanced,exact,170,0.0,0.002673790691964777,0.01856128168569118
32,8192,balanced,same_direction,170,0.0025000000000000022,0.006824550704870175,0.030702555337654015
32,8192,balanced,opposite_direction,170,-0.022500000000000006,-0.0139654169436046,0.00016712244691614373
32,8192,balanced,exact,171,0.0,0.002533187100082406,0.01844717561880431
32,8192,balanced,same_direction,171,0.0025000000000000022,0.00609664586356856,0.030147749207158837
32,8192,balanced,opposite_direction,171,-0.022500000000000006,-0.014585347848357603,0.00048100963633777416
32,8192,balanced,exact,172,0.0,0.0027326198089259205,0.019363082787520355
32,8192,balanced,same_direction,172,0.0025000000000000022,0.007086012637452481,0.031887013659497074
32,8192,balanced,opposite_direction,172,-0.022500000000000006,-0.01404296219260539,-0.0001938795944854615
32,8192,balanced,exact,173,0.0,0.0028164917799335678,0.018311328176269508
32,8192,balanced,same_direction,173,0.0025000000000000022,0.007294635978272785,0.03138173967084533
32,8192,balanced,opposite_direction,173,-0.022500000000000006,-0.01384706777065964,-0.00013131953727665708
32,8192,balanced,exact,174,0.0,0.002528309563730834,0.018384424635287104
32,8192,balanced,same_direction,174,0.0025000000000000022,0.006848220329140753,0.030629765964862544
32,8192,balanced,opposite_direction,174,-0.022500000000000006,-0.015878721972182454,-0.0005035440854305372
32,8192,balanced,exact,175,0.0,0.002872364190322315,0.01903493424570985
32,8192,balanced,same_direction,175,0.0025000000000000022,0.006921610179734328,0.030112496531549886
32,8192,balanced,opposite_direction,175,-0.022500000000000006,-0.013371576267022104,0.0007589946370010392
32,8192,balanced,exact,176,0.0,0.0027509814418250986,0.01854047617016015
32,8192,balanced,same_direction,176,0.0025000000000000022,0.006319913570734267,0.029444576853777472
32,8192,balanced,opposite_direction,176,-0.022500000000000006,-0.013896859461994187,-4.373661599303027e-05
32,8192,balanced,exact,177,0.0,0.002846976270644568,0.019066533783500646
32,8192,balanced,same_direction,177,0.0025000000000000022,0.00713904973239567,0.0326602527721794
32,8192,balanced,opposite_direction,177,-0.022500000000000006,-0.012462816263525984,0.00027755404534315014
32,8192,balanced,exact,178,0.0,0.002719327749700292,0.01867379478714391
32,8192,balanced,same_direction,178,0.0025000000000000022,0.0065933934456841965,0.029864399553151576
32,8192,balanced,opposite_direction,178,-0.022500000000000006,-0.013874413167634603,-0.0003039125641554813
32,8192,balanced,exact,179,0.0,0.0023779670806741895,0.017894886916509593
32,8192,balanced,same_direction,179,0.0025000000000000022,0.005512758620011998,0.028525719488285806
32,8192,balanced,opposite_direction,179,-0.022500000000000006,-0.014562362042393896,-0.0005629014511691025
32,8192,balanced,exact,180,0.0,0.002415863764998331,0.018040015371148042
32,8192,balanced,same_direction,180,0.0025000000000000022,0.006343456024900201,0.030027986030520572
32,8192,balanced,opposite_direction,180,-0.022500000000000006,-0.013345168838923279,0.0001311243689027533
32,8192,balanced,exact,181,0.0,0.002327000039333743,0.01879753384659218
32,8192,balanced,same_direction,181,0.0025000000000000022,0.006143646698568756,0.03108672627565499
32,8192,balanced,opposite_direction,181,-0.022500000000000006,-0.015234933924017667,-0.0002939733920358169
32,8192,balanced,exact,182,0.0,0.0025136445962824086,0.018300505233240068
32,8192,balanced,same_direction,182,0.0025000000000000022,0.005830230374267024,0.029507755792401957
32,8192,balanced,opposite_direction,182,-0.022500000000000006,-0.013990897035913235,-5.472441263356203e-05
32,8192,balanced,exact,183,0.0,0.002474686092039564,0.01798709353669228
32,8192,balanced,same_direction,183,0.0025000000000000022,0.006056221898274587,0.02967424841299447
32,8192,balanced,opposite_direction,183,-0.022500000000000006,-0.015500556971256275,-0.0003511444425245727
32,8192,balanced,exact,184,0.0,0.00275233954457682,0.01920548192842581
32,8192,balanced,same_direction,184,0.0025000000000000022,0.005645984864568864,0.029997513024522866
32,8192,balanced,opposite_direction,184,-0.022500000000000006,-0.014714796492263996,-0.0001458014114788587
32,8192,balanced,exact,185,0.0,0.0026549162077047824,0.018498926605259536
